CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
51257,0,29,Mobile Phone,1,14,Debit Card,Female,3,3,Mobile Phone,5,Married,5,1,18,2,2,2,143,6,108.9166667,0,0,24,516.4166667,0,0.013333333,8.1816,0,May,2,2,1,5,Returning_Visitor,TRUE
51258,0,6,Mobile Phone,1,14,Debit Card,Male,2,3,Mobile Phone,1,Single,1,0,14,1,1,2,125,2,14.2,0,0,53,2016.566667,0.003636364,0.036363636,8.154361332,0,June,2,2,3,3,Returning_Visitor,FALSE
51259,0,19,Mobile Phone,3,6,E wallet,Female,3,3,Fashion,5,Married,2,0,25,8,15,7,205,4,28.73333333,0,0,12,243.75,0,0.038571429,8.150811238,0,June,3,2,4,2,Returning_Visitor,TRUE
51260,0,9,Mobile Phone,1,15,Debit Card,Female,3,3,Mobile Phone,1,Single,2,0,12,1,2,1,123,1,492.1666667,0,0,63,4518.297619,0.012698413,0.039761905,8.137274079,0,Nov,2,2,2,1,Returning_Visitor,FALSE
51261,0,4,Mobile Phone,1,18,Credit Card,Female,3,3,Mobile Phone,1,Married,9,1,23,1,1,2,139,4,165,0,0,59,3096.375,0.007526882,0.019247312,8.126193548,0,May,2,2,1,2,Returning_Visitor,FALSE
51262,0,9,Mobile Phone,1,33,Credit Card,Female,3,3,Mobile Phone,4,Single,3,0,15,0,1,2,123,3,78,0,0,27,672.5833333,0.0125,0.039583333,8.07853125,0,May,2,2,4,4,Returning_Visitor,FALSE
51263,0,23,Mobile Phone,1,6,Credit Card,Male,2,4,Mobile Phone,3,Married,3,0,15,1,1,2,137,9,726.3666667,0,0,80,4322.779121,0.002272727,0.0163943,8.069027652,0,May,2,2,2,2,Returning_Visitor,FALSE
51264,0,26,Mobile Phone,1,19,Credit Card,Female,2,1,Laptop & Accessory,5,Married,2,0,11,1,1,3,145,6,171.5,3,178.5,26,1565.958333,0.005882353,0.017647059,8.045767732,0,Nov,2,2,4,2,Returning_Visitor,FALSE
51265,0,6,Mobile Phone,1,20,Credit Card,Female,3,3,Mobile Phone,4,Married,2,0,13,1,1,6,128,5,1415.5,0,0,34,588.3666667,0,0.030246914,8.041078329,0,Aug,2,5,1,1,Returning_Visitor,FALSE
51266,0,13,Mobile Phone,1,10,Credit Card,Female,2,3,Others,3,Married,2,0,14,1,9,9,290,5,85.33333333,3,8,213,8591.591742,0.003993856,0.01587654,8.024865728,0,Nov,2,2,1,10,Returning_Visitor,FALSE
51267,0,28,Mobile Phone,1,20,Credit Card,Male,3,1,Others,4,Single,9,0,11,1,2,15,287,0,0,2,842.3,26,1911.711111,0.015384615,0.036666667,8.018832458,0,Jul,3,2,1,2,Returning_Visitor,TRUE
51268,0,7,Computer,1,8,Debit Card,Male,2,4,Laptop & Accessory,3,Married,2,0,17,0,1,9,195,4,92.25,1,0,47,1506.220833,0,0.025596405,8.011553351,0.4,May,2,2,1,2,Returning_Visitor,FALSE
51269,0,24,Mobile Phone,1,9,Credit Card,Female,3,3,Grocery,4,Single,4,0,18,1,2,0,237,10,247.75,0,0,27,1182.416667,0.017741935,0.038556068,7.994904291,0,Dec,2,2,4,6,Returning_Visitor,FALSE
51270,0,25,Mobile Phone,1,6,Debit Card,Male,3,4,Others,3,Married,1,0,15,7,11,9,300,5,248.9214286,0,0,131,6225.988835,0.003562341,0.025012117,7.963976424,0,Nov,2,2,2,2,Returning_Visitor,TRUE
51271,0,9,Mobile Phone,1,15,Credit Card,Female,4,3,Mobile Phone,4,Single,2,0,16,0,1,3,123,22,474.4764124,3,167.1428571,92,2324.820965,0.014613095,0.020072361,7.935285933,0,Nov,3,2,2,13,Returning_Visitor,FALSE
51272,0,9,Computer,1,13,Credit Card,Male,2,1,Mobile Phone,1,Married,5,0,14,1,2,2,121,11,281.3333333,0,0,41,1167.95,0,0.011347518,7.907379545,0,Nov,1,1,3,2,Returning_Visitor,TRUE
51273,0,18,Computer,1,8,Credit Card,Male,3,4,Grocery,1,Married,10,0,23,1,11,8,268,3,155.6078431,1,14,108,2942.021588,0.00025974,0.013002525,7.890931935,0,Dec,1,1,2,10,Returning_Visitor,FALSE
51274,0,10,Mobile Phone,1,27,Debit Card,Male,3,1,Mobile Phone,5,Married,2,1,12,1,1,7,136,2,22.25,0,0,27,2958.216667,0.007692308,0.033230985,7.868980948,0,Nov,2,2,6,2,Returning_Visitor,FALSE
51275,0,8,Computer,1,8,Credit Card,Female,2,3,Laptop & Accessory,4,Single,6,0,11,0,1,2,144,1,6.5,0,0,10,511.25,0,0.007407407,7.848538778,0,Dec,2,5,3,8,Returning_Visitor,TRUE
51276,0,15,Computer,1,27,Credit Card,Female,2,3,Laptop & Accessory,3,Married,3,0,16,0,1,2,153,3,343.0666667,0,0,63,1108.369762,0,0.002786596,7.826836353,0,Aug,2,10,1,2,Returning_Visitor,FALSE
51277,0,11,Mobile Phone,1,8,Debit Card,Male,2,3,Laptop & Accessory,3,Married,10,0,14,1,1,0,166,11,2047.234848,9,1146.666667,45,3641.213151,0.002636535,0.014311471,7.753880158,0,Mar,2,2,1,2,Returning_Visitor,FALSE
51278,0,11,Mobile Phone,1,35,Cash on Delivery,Male,2,3,Laptop & Accessory,1,Married,4,0,18,0,1,7,163,1,47.16666667,1,3,42,1462.659125,0.004651163,0.019047619,7.734903101,0,May,2,2,6,4,Returning_Visitor,FALSE
51279,0,0,Computer,1,6,Cash on Delivery,Male,2,4,Laptop & Accessory,5,Married,6,0,19,2,2,0,143,0,0,0,0,11,267.5666667,0,0.009090909,7.68745056,0,Oct,2,2,1,3,Returning_Visitor,FALSE
51280,0,22,Computer,1,24,Debit Card,Male,3,3,Laptop & Accessory,1,Married,2,1,15,0,1,7,168,0,0,0,0,35,888.3333333,0.005714286,0.024285714,7.609371429,0.2,May,2,2,6,3,Returning_Visitor,FALSE
51281,0,7,Computer,1,16,Credit Card,Male,2,3,Mobile Phone,3,Married,2,1,17,2,2,0,138,2,298.2,0,0,48,1850.116667,0.004081633,0.004421769,7.56292207,0,Nov,1,1,2,2,Returning_Visitor,TRUE
51282,0,13,Mobile Phone,1,25,Credit Card,Male,3,3,Laptop & Accessory,1,Married,9,1,15,3,3,7,127,1,120.5,1,260.5,22,1148.166667,0.009090909,0.036363636,7.518979759,0,Nov,2,2,1,1,Returning_Visitor,TRUE
51283,0,0,Mobile Phone,1,14,Debit Card,Male,2,1,Mobile Phone,4,Married,2,1,16,2,2,2,123,7,111,2,5,131,5396.264881,0.003928571,0.013640873,7.513426372,0,Nov,2,1,1,2,Returning_Visitor,FALSE
51284,0,9,Computer,1,24,Credit Card,Female,3,3,Mobile Phone,1,Single,2,0,13,0,1,7,122,5,277.8,0,0,25,884.5,0,0.003571429,7.48051616,0,Jul,2,10,2,2,Returning_Visitor,TRUE
51285,0,13,Computer,1,15,Debit Card,Male,3,4,Laptop & Accessory,1,Married,10,0,14,0,1,2,149,6,161.8333333,5,858.5708333,84,2701.337954,0.010771277,0.016381748,7.477388113,0,Nov,1,2,1,1,Returning_Visitor,FALSE
51286,0,19,Mobile Phone,1,6,Credit Card,Male,3,3,Fashion,5,Married,8,0,16,0,1,3,194,8,227.5326923,3,292.6842105,66,3025.521713,0.015995116,0.025541275,7.371682608,0,Mar,3,2,3,6,Returning_Visitor,FALSE
51287,0,3,Computer,1,6,Debit Card,Male,2,4,Fashion,3,Single,2,0,22,4,5,8,185,1,12,0,0,29,919.8995238,0,0.017091837,7.36509031,0,Aug,2,5,4,2,Returning_Visitor,FALSE
51288,0,0,Computer,3,26,Debit Card,Female,2,3,Laptop & Accessory,3,Single,2,0,14,1,1,7,200,16,301.1369048,4,886.5,78,5097.41833,0.014132104,0.030390424,7.296889074,0,Nov,3,2,2,2,Returning_Visitor,TRUE
51289,0,24,Mobile Phone,1,14,Debit Card,Male,2,4,Fashion,4,Married,6,0,16,2,4,3,225,0,0,0,0,21,1280.02,0,0.019047619,7.232201859,0,Nov,2,2,1,20,Returning_Visitor,FALSE
51290,0,14,Mobile Phone,3,12,Debit Card,Female,3,3,Fashion,1,Single,4,1,18,0,2,0,236,18,1103.330357,8,696.8333333,359,12959.91515,0.000795756,0.008975428,7.231074783,0,Nov,2,2,1,2,Returning_Visitor,FALSE
51291,0,18,Computer,3,12,Credit Card,Female,2,4,Fashion,1,Single,7,0,12,5,12,8,189,1,418,3,76,70,3345.685836,0.002515091,0.007571185,7.204613682,0,May,2,10,6,4,Returning_Visitor,FALSE
51292,0,27,Mobile Phone,3,9,E wallet,Female,2,3,Laptop & Accessory,5,Married,3,0,14,1,1,5,159,12,1106.389831,9,627.4583333,125,7444.938071,0.007701238,0.022385989,7.201209277,0,Nov,3,2,4,2,Returning_Visitor,FALSE
51293,0,9,Mobile Phone,1,11,Debit Card,Male,3,3,Laptop & Accessory,4,Single,9,0,16,2,3,7,159,0,0,1,0,45,1165.84,0,0.034042553,7.198820003,0,Oct,2,2,5,1,Returning_Visitor,FALSE
51294,0,6,Mobile Phone,1,14,Credit Card,Female,2,4,Mobile Phone,4,Married,7,0,21,0,1,1,126,17,323.3636364,0,0,45,1534.825143,0.002678571,0.020699598,7.180348301,0,Nov,1,1,3,10,Returning_Visitor,FALSE
51295,0,10,Computer,1,17,UPI,Male,2,3,Fashion,1,Married,2,1,14,1,1,3,222,1,87,0,0,38,1326.25,0.013157895,0.028508772,7.153421053,0,May,2,2,1,4,Returning_Visitor,FALSE
51296,0,11,Mobile Phone,3,9,Debit Card,Male,3,3,Fashion,3,Married,1,0,12,1,5,13,206,4,55.75,0,0,19,685.95,0,0.017724868,7.141428571,0,Mar,3,2,7,2,Returning_Visitor,TRUE
51297,0,4,Computer,1,6,Credit Card,Male,2,5,Laptop & Accessory,3,Married,1,0,12,0,1,4,143,1,38,0,0,23,1483.6,0.022916667,0.038373016,7.103020833,0,Mar,3,2,6,1,Returning_Visitor,FALSE
51298,0,9,Mobile Phone,1,9,Debit Card,Male,3,4,Mobile Phone,1,Married,4,0,17,0,1,0,122,5,131.2,3,27,21,893.45,0.017391304,0.020652174,7.091478261,0,May,3,2,3,4,Returning_Visitor,TRUE
51299,0,10,Computer,3,10,E wallet,Male,3,3,Mobile Phone,1,Married,5,0,17,3,5,8,128,1,7,0,0,21,803,0.031578947,0.052631579,7.014753437,0,Nov,3,2,3,3,Returning_Visitor,FALSE
51300,0,2,Computer,3,6,Credit Card,Female,2,3,Fashion,1,Married,2,0,14,4,4,1,179,4,131,0,0,30,548.96,0.005882353,0.026470588,6.929826318,0,Nov,2,2,2,4,Returning_Visitor,FALSE
51301,0,8,Computer,3,6,E wallet,Female,3,3,Fashion,3,Single,2,0,14,1,1,8,188,8,889.1666667,0,0,137,5588.185426,0.000729167,0.026320008,6.898232461,0,Nov,2,2,1,3,Returning_Visitor,FALSE
51302,0,25,Mobile Phone,1,8,Debit Card,Female,2,4,Mobile Phone,1,Single,8,0,15,2,2,2,132,6,99.60588235,0,0,83,2585.61835,0,0.00761877,6.871308983,0,Mar,2,2,2,2,Returning_Visitor,FALSE
51303,0,15,Mobile Phone,1,10,Cash on Delivery,Male,2,3,Others,1,Married,2,0,15,0,11,15,292,4,45.75,0,0,18,1273.083333,0,0.031818182,6.750968245,0,Dec,1,1,1,1,Returning_Visitor,FALSE
51304,0,9,Mobile Phone,2,12,Credit Card,Male,2,3,Mobile Phone,3,Married,9,0,17,0,2,2,123,6,97.88235294,2,9,58,2293.59902,0.008357771,0.033973374,6.7485,0,May,2,2,7,4,Returning_Visitor,FALSE
51305,0,23,Mobile Phone,3,6,Credit Card,Female,3,3,Others,1,Married,4,0,15,1,1,6,295,6,158.6704505,1,430.2,146,5602.006712,0.002671513,0.00935218,6.711290592,0,Nov,2,10,7,2,Returning_Visitor,FALSE
51306,0,16,Mobile Phone,3,22,E wallet,Female,3,3,Grocery,1,Married,6,1,22,0,2,9,261,7,42.25714286,0,0,124,4067.010247,0.009230769,0.022888335,6.709440135,0,Nov,2,2,3,2,Returning_Visitor,FALSE
51307,0,25,Computer,3,8,Debit Card,Male,3,4,Others,3,Single,2,1,18,1,15,12,291,3,56,0,0,19,2117.654762,0,0.014444444,6.708900602,0,Dec,2,2,3,2,Returning_Visitor,FALSE
51308,0,5,Mobile Phone,3,10,Debit Card,Female,2,3,Mobile Phone,4,Married,3,0,11,1,1,2,139,8,111.5416667,3,226,68,1664.14881,0.002702703,0.021846847,6.693658292,0,Dec,2,1,1,2,Returning_Visitor,FALSE
51309,0,9,Mobile Phone,1,6,Credit Card,Female,3,3,Mobile Phone,3,Married,8,0,14,1,1,2,122,3,27.53333333,1,0,45,3141.258333,0.02173913,0.040017253,6.673695652,1,May,3,2,1,3,Returning_Visitor,TRUE
51310,0,5,Computer,3,32,E wallet,Male,3,3,Laptop & Accessory,1,Married,1,0,18,2,2,2,145,6,94.1,0,0,92,4212.141886,0.008333333,0.021875,6.664927724,0,Nov,1,1,1,2,Returning_Visitor,TRUE
51311,0,14,Mobile Phone,1,25,Debit Card,Male,3,3,Laptop & Accessory,5,Married,3,0,16,0,1,0,131,5,61.875,0,0,164,4389.887512,0.001183432,0.010151043,6.664239119,0,Nov,2,2,1,2,Returning_Visitor,FALSE
51312,0,13,Mobile Phone,1,30,Cash on Delivery,Male,3,3,Laptop & Accessory,1,Married,2,0,17,2,4,7,133,6,257.5,0,0,37,2533.333333,0.014634146,0.031707317,6.651334683,0,Nov,2,2,3,1,Returning_Visitor,FALSE
51313,0,18,Mobile Phone,1,6,UPI,Male,3,1,Others,1,Married,1,0,15,1,1,7,292,1,206,2,69.5,65,1140.791667,0,0.020707071,6.641911419,0,Nov,2,2,4,2,Returning_Visitor,FALSE
51314,0,4,Computer,1,9,Credit Card,Male,3,3,Fashion,3,Married,10,0,12,2,2,2,237,0,0,0,0,19,421.6,0.068421053,0.077192982,6.624947368,0.6,May,3,2,2,13,Returning_Visitor,FALSE
51315,0,6,Mobile Phone,1,11,Debit Card,Female,3,4,Mobile Phone,1,Married,2,0,13,0,1,2,129,7,156.9,0,0,32,1123.691667,0.002702703,0.011312741,6.588,0,May,3,5,7,2,Returning_Visitor,FALSE
51316,0,7,Mobile Phone,1,8,Debit Card,Male,2,4,Laptop & Accessory,5,Married,7,0,13,0,5,9,160,5,71.66666667,1,4,59,1702.369048,0.00078125,0.009867424,6.560625,0,May,2,2,6,1,Returning_Visitor,FALSE
51317,0,10,Mobile Phone,1,6,Credit Card,Female,2,4,Mobile Phone,5,Married,3,0,14,0,1,2,139,15,317.0189394,3,126.75,238,9956.225533,0.0052,0.016955684,6.556237434,0,Nov,2,4,3,1,Returning_Visitor,TRUE
51318,0,18,Computer,1,13,Debit Card,Male,3,1,Laptop & Accessory,3,Married,5,0,17,1,1,2,164,4,68.5,2,845,82,2448.784448,0.000374532,0.008907697,6.506831398,0,Mar,1,1,2,2,Returning_Visitor,FALSE
51319,0,12,Computer,1,8,Cash on Delivery,Female,3,3,Fashion,3,Single,1,0,25,6,11,3,209,5,286.4642857,1,29.5,64,2058.604545,0.008955224,0.009549977,6.49391045,0,Nov,3,2,3,10,Returning_Visitor,FALSE
51320,0,2,Mobile Phone,1,14,Debit Card,Male,2,3,Mobile Phone,1,Single,2,0,19,1,1,5,123,1,72.66666667,4,345,24,879.9090909,0,0.035897436,6.482798269,0,Mar,2,4,4,1,Returning_Visitor,FALSE
51321,0,15,Mobile Phone,1,23,Debit Card,Female,2,1,Laptop & Accessory,5,Single,4,1,13,1,1,2,165,12,219.274359,4,857.1666667,107,2640.135697,0,0.015489592,6.479206264,0,Nov,1,2,1,2,Returning_Visitor,TRUE
51322,0,2,Mobile Phone,3,26,E wallet,Male,2,3,Laptop & Accessory,1,Married,3,0,14,1,1,2,169,2,20.2,0,0,27,2129.8,0.012903226,0.051612903,6.476760366,0,Sep,2,6,3,3,Returning_Visitor,FALSE
51323,0,0,Mobile Phone,1,6,Debit Card,Female,3,3,Laptop & Accessory,3,Married,1,0,12,1,1,2,149,5,46.52,0,0,133,2248.914286,0.012077922,0.029349567,6.373770623,0,Jul,1,1,1,4,Returning_Visitor,FALSE
51324,0,15,Mobile Phone,1,14,Credit Card,Female,2,4,Mobile Phone,5,Married,1,1,11,7,7,8,126,2,6,0,0,38,876.4766667,0,0.014529915,6.328693274,0,Oct,3,2,1,1,Returning_Visitor,FALSE
51325,0,13,Mobile Phone,1,8,Credit Card,Male,2,3,Others,3,Married,1,0,15,3,3,9,294,3,119.0295082,2,696.2,37,1305.527286,0.015384615,0.022135467,6.324477083,0,Aug,1,2,8,2,Returning_Visitor,TRUE
51326,0,24,Mobile Phone,1,6,Debit Card,Male,3,3,Mobile Phone,1,Married,2,0,11,1,1,0,127,1,0,0,0,21,574.722619,0,0.018888889,6.284044913,0,Mar,2,2,1,2,Returning_Visitor,FALSE
51327,0,5,Computer,1,13,Debit Card,Male,3,1,Mobile Phone,4,Married,2,0,20,0,1,3,128,6,479.25,0,0,51,2156.525403,0,0.011878788,6.229994739,0,Nov,2,2,1,2,Returning_Visitor,FALSE
51328,0,11,Computer,3,8,Debit Card,Male,2,4,Laptop & Accessory,1,Married,4,0,18,1,7,5,152,3,42.33333333,0,0,64,2471.391775,0.005555556,0.020580808,6.221045455,0.6,May,2,2,2,4,Returning_Visitor,FALSE
51329,0,9,Mobile Phone,1,8,Cash on Delivery,Male,2,4,Laptop & Accessory,5,Single,5,0,13,0,1,4,122,6,198.6666667,2,89,148,8178.226923,0.008732719,0.021205728,6.194287817,0,Nov,2,2,1,1,Returning_Visitor,FALSE
51330,0,19,Mobile Phone,3,8,Cash on Delivery,Female,3,5,Grocery,4,Married,4,1,12,1,7,7,269,0,0,0,0,153,4565.930621,0.00130719,0.006432173,6.189215434,0,Aug,2,2,4,1,Returning_Visitor,TRUE
51331,0,2,Mobile Phone,3,8,Credit Card,Male,3,4,Laptop & Accessory,4,Married,3,0,19,1,1,0,166,3,44,4,1636,49,4945.083333,0.009259259,0.029444444,6.165,0.8,May,2,2,2,4,Returning_Visitor,FALSE
51332,0,4,Mobile Phone,1,29,Credit Card,Male,3,4,Laptop & Accessory,1,Married,1,0,21,0,7,8,156,11,336.5,0,0,40,1239.949603,0.025,0.026035354,6.1287875,0,May,2,2,5,3,Returning_Visitor,TRUE
51333,0,0,Computer,1,11,Debit Card,Male,2,1,Laptop & Accessory,5,Married,2,0,12,1,1,5,140,4,133.5833333,2,64,67,1222.470924,0.014414414,0.025810811,6.094324324,0,May,3,2,2,4,Returning_Visitor,FALSE
51334,0,18,Mobile Phone,1,26,Credit Card,Male,3,3,Grocery,1,Married,1,1,14,2,2,10,235,1,44.5,0,0,52,1300.041667,0.001960784,0.023193277,6.028854102,0,Nov,2,2,2,2,Returning_Visitor,TRUE
51335,0,9,Mobile Phone,1,12,Debit Card,Male,2,3,Mobile Phone,1,Married,1,0,11,1,10,11,132,6,133.3333333,1,398,129,4653.190245,0.015662578,0.025219763,6.017563943,0,Nov,3,2,1,3,Returning_Visitor,FALSE
51336,0,28,Mobile Phone,1,6,Credit Card,Male,2,3,Others,5,Single,1,1,14,1,4,13,290,9,183.7857143,1,90,95,3346.501984,0.00211827,0.018655904,5.932009013,0,Nov,3,2,2,2,Returning_Visitor,FALSE
51337,0,9,Mobile Phone,1,15,Credit Card,Male,3,3,Mobile Phone,1,Married,2,0,23,1,1,4,121,6,112.5,0,0,86,2041.23355,0.000387597,0.00786268,5.911452178,0,Nov,2,4,1,2,Returning_Visitor,FALSE
51338,0,10,Mobile Phone,3,12,Credit Card,Male,3,3,Laptop & Accessory,1,Married,5,0,14,1,1,1,165,4,68.10769231,6,1022.25,104,8130.964914,0.003787879,0.01763475,5.907475939,0,Nov,1,1,4,2,Returning_Visitor,FALSE
51339,0,0,Mobile Phone,1,9,Credit Card,Male,3,4,Mobile Phone,3,Single,2,0,17,1,1,0,132,4,15,1,0,38,1155,0.004545455,0.020454545,5.903181818,0,May,2,2,5,2,Returning_Visitor,FALSE
51340,0,10,Computer,1,6,Credit Card,Female,3,3,Fashion,1,Married,3,1,18,0,2,2,236,5,70.20765027,0,0,89,2542.60431,0.001811594,0.012188596,5.887666731,0,Nov,2,2,4,2,Returning_Visitor,FALSE
51341,0,8,Mobile Phone,1,28,Debit Card,Female,3,1,Fashion,4,Married,8,0,18,5,6,3,220,0,0,0,0,34,538.48,0,0.005882353,5.860439769,0,Sep,2,2,7,2,Returning_Visitor,FALSE
51342,0,11,Mobile Phone,3,13,Credit Card,Female,2,1,Laptop & Accessory,5,Married,2,1,24,4,7,7,156,8,97.6,0,0,24,498.9,0,0.01875,5.818151241,0,Oct,2,2,1,2,Returning_Visitor,FALSE
51343,0,0,Computer,1,6,Debit Card,Female,2,3,Laptop & Accessory,4,Married,2,0,20,1,1,4,164,3,52.75,0,0,31,3069.077778,0.006451613,0.020537634,5.793026792,0,Nov,1,1,3,2,Returning_Visitor,FALSE
51344,0,23,Mobile Phone,1,10,Debit Card,Male,3,3,Others,4,Married,4,0,14,1,1,6,291,1,9,0,0,33,1597.10609,0,0.008754209,5.774785164,0,Dec,2,2,3,2,Returning_Visitor,FALSE
51345,0,26,Mobile Phone,1,9,Credit Card,Male,2,3,Grocery,3,Married,4,1,16,1,1,3,276,2,64.5,1,0,97,2696.10873,0.003436426,0.021408935,5.770973155,0,Nov,2,2,1,13,Returning_Visitor,FALSE
51346,0,15,Mobile Phone,3,6,Debit Card,Male,1,3,Laptop & Accessory,3,Married,2,0,25,6,11,6,149,15,677.1911765,0,0,152,3561.130212,0,0.008686559,5.731607803,0,Dec,2,2,6,1,Returning_Visitor,FALSE
51347,0,2,Computer,3,8,Debit Card,Male,2,3,Laptop & Accessory,1,Single,2,0,18,0,1,9,146,5,161.1076923,5,108.3,44,2982.063248,0.016352201,0.037389344,5.721365099,0,Nov,1,1,4,1,Returning_Visitor,FALSE
51348,0,28,Mobile Phone,1,26,Cash on Delivery,Male,2,3,Laptop & Accessory,1,Married,4,1,19,0,1,8,154,13,318.7202381,1,0,60,1205.945238,0.008823529,0.01709646,5.710061275,0,May,2,2,3,13,Returning_Visitor,FALSE
51349,0,0,Computer,1,17,Credit Card,Male,2,3,Laptop & Accessory,5,Married,2,1,13,1,3,3,147,6,160.0952381,3,94.5,47,1682.870247,0.001333333,0.007891429,5.698642857,0,Mar,3,2,6,10,Returning_Visitor,FALSE
51350,0,9,Mobile Phone,1,6,Debit Card,Female,2,3,Mobile Phone,1,Single,2,0,12,1,5,7,121,3,498.6,1,152.2,25,1556.491429,0.036206897,0.067624521,5.689147469,0,Jul,2,5,4,1,Returning_Visitor,TRUE
51351,0,11,Mobile Phone,1,29,Debit Card,Male,2,3,Laptop & Accessory,1,Married,10,0,14,0,1,2,157,0,0,2,82,134,4772.919574,0.00344942,0.01682332,5.667450916,0,Nov,1,2,1,2,Returning_Visitor,FALSE
51352,0,1,Mobile Phone,1,14,Debit Card,Female,3,3,Mobile Phone,1,Single,2,0,21,1,1,2,133,6,112.125,8,224,114,3459.479978,0.001574803,0.009848144,5.648688126,0,Nov,2,2,3,8,Returning_Visitor,TRUE
51353,0,22,Computer,1,16,Debit Card,Female,2,3,Others,5,Single,10,1,11,1,1,2,287,2,254,1,39,95,4990.959524,0.004123711,0.015307716,5.638103093,0,May,2,2,1,6,Returning_Visitor,FALSE
51354,0,9,Mobile Phone,1,9,Cash on Delivery,Male,1,3,Laptop & Accessory,4,Single,5,0,12,2,7,7,145,8,139.6818182,8,353.3333333,45,2003.415152,0.007142857,0.00755102,5.576720936,0,Mar,2,2,4,2,Returning_Visitor,FALSE
51355,0,4,Computer,3,11,E wallet,Female,3,3,Mobile Phone,4,Married,2,0,11,0,2,2,128,7,381.75,0,0,69,2599.015278,0.011805556,0.034545686,5.560270538,0,Nov,1,1,1,2,Returning_Visitor,FALSE
51356,0,10,Computer,1,14,Credit Card,Male,2,3,Mobile Phone,1,Married,2,1,12,0,1,2,123,2,42.5,0,0,48,970.4192641,0.008571429,0.025088095,5.540024667,0.6,May,2,2,4,4,Returning_Visitor,FALSE
51357,0,15,Computer,3,32,E wallet,Female,3,3,Grocery,4,Married,6,0,14,3,2,8,235,3,65.16666667,2,16,23,599.3333333,0.008333333,0.016666667,5.4945,0,May,1,8,2,11,Returning_Visitor,TRUE
51358,0,8,Mobile Phone,3,22,E wallet,Male,3,3,Fashion,4,Married,1,0,15,3,6,9,180,2,3,4,161.5,137,4791.460889,0.004373522,0.020956372,5.482895824,0,Nov,2,2,1,2,Returning_Visitor,FALSE
51359,0,9,Computer,1,24,Debit Card,Male,2,1,Mobile Phone,1,Married,5,0,18,1,1,0,137,12,275.5166667,2,288.375,60,1276.594048,0,0.00952381,5.45243266,0,Nov,4,1,1,2,Returning_Visitor,FALSE
51360,0,24,Mobile Phone,1,8,Credit Card,Male,2,5,Laptop & Accessory,4,Married,6,0,18,0,1,2,155,2,24,0,0,28,1206.614719,0,0.023222222,5.417644444,0,Mar,2,2,1,2,Returning_Visitor,FALSE
51361,0,14,Mobile Phone,3,8,Debit Card,Male,2,3,Grocery,4,Single,2,0,19,1,2,4,260,7,397.6309524,1,88.5,107,6449.457197,0.010353866,0.031510604,5.391767492,0,Nov,2,2,9,1,Returning_Visitor,FALSE
51362,0,9,Mobile Phone,3,16,Credit Card,Female,3,4,Mobile Phone,3,Single,2,0,12,0,1,0,112,0,0,0,0,95,3208.208333,0.00212766,0.010851064,5.364419268,0,Nov,2,2,1,1,Returning_Visitor,FALSE
51363,0,1,Mobile Phone,1,22,Credit Card,Male,3,1,Laptop & Accessory,5,Single,1,0,19,0,1,7,157,2,59.5,1,20,96,5604.977381,0.004888889,0.016624762,5.344898889,0,May,2,7,1,6,Returning_Visitor,FALSE
51364,0,4,Mobile Phone,3,13,Cash on Delivery,Male,3,1,Laptop & Accessory,1,Married,5,0,11,3,7,7,169,4,226,0,0,81,4836.486905,0.002380952,0.010714286,5.312300227,0,Nov,2,2,1,2,Returning_Visitor,FALSE
51365,0,12,Mobile Phone,1,6,Credit Card,Male,2,1,Fashion,1,Married,1,0,17,1,3,7,196,8,247.0833333,0,0,163,4600.540873,0.008383234,0.021052657,5.28608849,0,Nov,2,4,3,2,Returning_Visitor,FALSE
51366,0,9,Computer,1,30,Debit Card,Female,2,3,Laptop & Accessory,4,Married,8,0,15,1,1,8,157,0,0,0,0,35,897.6666667,0.011764706,0.017016807,5.220705882,0,May,3,2,2,3,Returning_Visitor,FALSE
51367,0,5,Mobile Phone,3,13,Debit Card,Male,3,4,Laptop & Accessory,3,Married,2,0,14,3,4,8,155,3,84.5,0,0,346,12541.77628,0.001709402,0.006473478,5.177106841,0,Aug,2,2,3,1,Returning_Visitor,TRUE
51368,0,11,Mobile Phone,1,31,Debit Card,Female,2,4,Fashion,4,Married,4,0,17,0,1,3,221,0,0,0,0,62,3299.525,0,0.009539422,5.1680996,0,Nov,2,2,1,2,Returning_Visitor,FALSE
51369,0,30,Computer,1,6,Debit Card,Male,2,5,Laptop & Accessory,3,Married,3,1,13,1,1,2,157,4,132.6666667,0,0,25,773.5595238,0,0.027572016,5.167133333,0,May,3,2,2,2,Returning_Visitor,FALSE
51370,0,4,Mobile Phone,1,11,Cash on Delivery,Male,2,3,Mobile Phone,1,Married,1,1,12,1,1,3,148,0,0,0,0,48,1607.191667,0,0.004609929,5.157803677,0,Dec,1,1,1,2,Returning_Visitor,TRUE
